
1,training,unorderedBooksAndLocations,,,,,,,,,,,Fun Home,Alison Bechdel,F-2-4,5,3
,,,,,,,,,,,,,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,F-2-5,5,3
,,,,,,,,,,,,,The Art of Manipulating Fabric,Colette Wolff,C-3-5,12,6
,,,,,,,,,,,,,Ubiquitous Computing Fundamentals,John Krumm,F-3-3,5,0
,,,,,,,,,,,,,Location and Context-Awareness,LoCA 2006,G-1-2,0,0
,,,,,,,,,,,,,Guide to Data Analysis,Jarija J. Norusis,B-2-1,17,3
,,,,,,,,,,,,,Capacitive Sensors - Design and Applications,Larry K. Baxter,C-3-1,12,6
,,,,,,,,,,,,,America Again,Stephen Colbert,F-1-2,5,6
,,,,,,,,,,,,,Introduction To Electrical Circuit Analysis,Robert Carter,E-2-3,6,3
,,,,,,,,,,,,,"Computers: Their Structure, Use, and Influence","Slotnick, Slotnick",E-3-5,6,6
,,orderedBooksAndLocations,,,,,,,,,,,Guide to Data Analysis,Jarija J. Norusis,B-2-1,17,3
,,,,,,,,,,,,,The Art of Manipulating Fabric,Colette Wolff,C-3-5,12,6
,,,,,,,,,,,,,Capacitive Sensors - Design and Applications,Larry K. Baxter,C-3-1,12,6
,,,,,,,,,,,,,"Computers: Their Structure, Use, and Influence","Slotnick, Slotnick",E-3-5,6,6
,,,,,,,,,,,,,Introduction To Electrical Circuit Analysis,Robert Carter,E-2-3,6,3
,,,,,,,,,,,,,America Again,Stephen Colbert,F-1-2,5,6
,,,,,,,,,,,,,Fun Home,Alison Bechdel,F-2-4,5,3
,,,,,,,,,,,,,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,F-2-5,5,3
,,,,,,,,,,,,,Ubiquitous Computing Fundamentals,John Krumm,F-3-3,5,0
,,,,12,0,,,,,,,,,,,,
,,,6,12,0,,,Allied Electronics,Allied 790,D-3-3,11,0,,,,,
,,,,13,0,,,,,,,,,,,,
,,,,13,8,,,,,,,,,,,,
,,,,10,8,,,,,,,,,,,,
,,,,10,0,,,,,,,,,,,,
,,,,11,0,,,,,,,,,,,,
,,,7,11,0,,,Casual Inference in Statistics,"Pearl, Glymour, Jewell",E-2-4,6,3,,,,,
,,,,10,0,,,,,,,,,,,,
,,,,7,3,,,,,,,,,,,,
,,,,6,3,,,,,,,,,,,,
,,,8,6,3,,,Cognitive Science,George F. Luger,G-3-4,0,6,,,,,
,,,,7,3,,,,,,,,,,,,
,,,,7,8,,,,,,,,,,,,
,,,,1,8,,,,,,,,,,,,
,,,,1,6,,,,,,,,,,,,
,,,,0,6,,,,,,,,,,,,
,,,9,0,6,,,Practical Digital Design Using ICs,Joseph D. Greenfield,G-2-3,0,3,,,,,
,,,,1,6,,,,,,,,,,,,
,,,,1,3,,,,,,,,,,,,
,,,,0,3,,,,,,,,,,,,
,,,10,0,3,,,Digital Technology,Gerald E. Williams,G-1-4,0,0,,,,,
,,,,1,3,,,,,,,,,,,,
,,,,1,0,,,,,,,,,,,,
,,,,0,0,,,,,,,,,,,,
,,,11,0,0,null,null,,,,,,,,,,
,,,,1,0,,,,,,,,,,,,
,,,,4,8,,,,,,,,,,,,
,,,,19,8,,,,,,,,,,,,
,,,,23,0,,,,,,,,,,,,
,,,,24,0,,,,,,,,,,,,
5,training,unorderedBooksAndLocations,,,,,,,,,,,Practical Digital Design Using ICs,Joseph D. Greenfield,G-2-3,0,3
,,,,,,,,,,,,,Public Enemies,Bryan Burrough,G-3-5,0,6
,,,,,,,,,,,,,Discrete-Time Signal Processing,"Oppenheim, Schafer",D-3-1,11,0
